country_name,country_code,indicator_name,indicator_code,category,year,value
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,99.9413986206055
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,100.0
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,100.0
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,100.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,100.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,100.0
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,100.0
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,96.8
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,100.0
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,100.0
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,100.0
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1990,100.0
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,99.9673919677734
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,100.0
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,100.0
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,100.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,100.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,100.0
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,100.0
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,97.8546829223633
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,100.0
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,100.0
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,100.0
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1991,100.0
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,99.9871826171875
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,100.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,93.4
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,100.0
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,100.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,100.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,100.0
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,100.0
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,97.9748611450195
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,100.0
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,100.0
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,100.0
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1992,100.0
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,99.9971389770508
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,100.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,95.3922424316406
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,100.0
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,100.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,100.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,50.9
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,100.0
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,98.0943603515625
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,100.0
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,100.0
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,100.0
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1993,100.0
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,99.9997711181641
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,100.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,95.6485366821289
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,100.0
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,100.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,100.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,49.8113098144531
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,100.0
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,98.2125015258789
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,100.0
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,100.0
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,100.0
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1994,100.0
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,95.5
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,51.4087753295898
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,98.3285980224609
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1995,100.0
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,96.1543273925781
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,53.0035209655762
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,98.4419784545898
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1996,100.0
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,96.4024658203125
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,54.5948638916016
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,98.9
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1997,100.0
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,96.6465225219727
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,56.1821327209473
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,98.6578521728516
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,100.0
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1998,73.2005808465702
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,96.8857345581055
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,60.1
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,98.7589111328125
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,100.0
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,1999,74.5078582821173
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,100.0
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,100.0
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,96.7
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,100.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,97.7
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,99.7029236186249
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,99.4761898580312
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,100.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,60.3
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,96.8
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,100.0
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,99.0
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,100.0
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,99.3
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,100.0
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,100.0
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,99.9
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,100.0
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2000,78.224965031972
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,100.0
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,100.0
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,97.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,100.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,97.4
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,99.7214642967914
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,99.5050444841847
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,100.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,62.0
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,96.9
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,100.0
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,99.0
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,100.0
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,99.3
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,100.0
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,100.0
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,99.9
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,100.0
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2001,78.718809926323
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,100.0
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,100.0
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,97.2
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,100.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,97.5
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,99.7384741566317
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,99.5387158579328
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,100.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,62.3
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,97.1
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,100.0
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,99.5
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,100.0
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,99.3
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,100.0
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,100.0
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,99.8
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,100.0
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2002,79.1043589102051
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,100.0
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,100.0
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,97.4
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,100.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,98.8
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,99.753387835007
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,99.5539907205916
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,100.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,65.4
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,97.2
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,100.0
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,99.0
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,100.0
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,99.2
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,100.0
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,100.0
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,infrastructure,2003,99.8
